GEOID,POP,BPOP,VAP,BVAP,BVAP_TOT,HVAP,R20,L20,D20
0500000US53001,20613,41,13630,29,95,7875,3907.0,81.99999999999997,1814.0
0500000US53003,22285,116,17729,81,239,546,7319.0,260.0,4250.0
0500000US53005,206823,2891,152597,1986,4938,30192,60361.0,2706.0,38704.0
0500000US53007,79063,296,61399,201,601,14303,22746.0,709.0,19349.0
0500000US53009,77142,615,64576,515,1388,3156,23062.0,894.0,24721.0
0500000US53011,503311,11396,385835,8492,20683,37097,126303.0,5320.0,140324.0
0500000US53013,3952,11,3277,7,35,210,1754.0,50.99999999999999,668.0
0500000US53015,110730,820,85596,605,1688,6484,34424.0,1274.0,23938.0
0500000US53017,42938,150,32199,112,310,9290,12955.0,334.99999999999994,7811.0
0500000US53019,7178,28,5831,28,92,154,2771.0,75.99999999999999,1486.0
0500000US53021,96749,1790,66302,1416,3235,32496,18033.0,683.0,13339.0
0500000US53023,2286,9,1799,5,22,65,1069.0,41.99999999999999,366.0
0500000US53025,99123,782,70900,584,1519,26419,24764.0,709.9999999999999,11819.0
0500000US53027,75639,1026,60535,857,2047,4746,19877.0,763.9999999999999,17354.0
0500000US53029,86682,2397,71020,1881,4491,4705,22746.0,1288.0,29213.0
0500000US53031,32976,207,28951,177,495,951,6931.0,329.99999999999994,17204.0
0500000US53033,2268810,151442,1812708,112227,248478,169798,269154.86730454944,18147.02760228543,907269.2002953608
0500000US53035,275610,7835,219552,6240,15185,16207,61563.0,4813.0,90277.0
0500000US53037,44337,402,36115,350,945,3146,14103.136919315404,539.882640586797,11418.638141809291
0500000US53039,22735,64,18296,60,178,2033,7237.0,210.99999999999997,5959.0
0500000US53041,82149,564,64000,421,1162,5255,29391.0,926.9999999999999,14520.0
0500000US53043,10876,21,8582,15,70,230,5150.0,110.99999999999997,1713.0
0500000US53045,65510,713,53066,620,1568,4660,18710.0,888.0,17269.0
0500000US53047,42111,168,32983,133,385,5409,11840.0,289.99999999999994,8900.0
0500000US53049,23205,101,19219,63,212,1332,6953.0,200.99999999999997,6794.0
0500000US53051,13401,57,10878,45,126,271,5728.0,146.99999999999997,2593.0
0500000US53053,919381,65992,707967,50466,115820,71857,197731.99577613515,10495.089757127771,249507.16156282998
0500000US53055,17663,54,15152,51,179,860,3057.0,210.0,9725.0
0500000US53057,129454,887,101664,658,1770,14802,32762.0,1492.0,38249.0
0500000US53059,12036,74,9798,49,141,501,3885.0,153.0,3192.0
0500000US53061,827852,29288,639725,21250,49096,62120,166427.0,9690.0,256721.0
0500000US53063,539339,10979,421551,8135,20250,23384,148576.0,7147.0,135765.0
0500000US53065,46445,149,36608,112,331,1060,19808.0,526.9999999999999,7839.0
0500000US53067,294661,9401,230987,7129,17269,18626,65277.0,3708.0,96608.0
0500000US53069,4417,22,3652,13,44,121,1741.0,44.99999999999999,1165.0
0500000US53071,62584,1056,49597,940,2192,9364,16400.0,769.0,13690.0
0500000US53073,226659,2344,182338,1826,5176,15240,50489.0,2490.0,83660.0
0500000US53075,47967,1203,40515,996,2442,3347,9067.0,548.9999999999999,11184.0
0500000US53077,256728,2119,184371,1551,3990,82166,50555.0,1424.9999999999998,43178.0
