filename,Dem_reps
SC-county-BNPWL-7,1.8720465982095833
AL-county-step-hvap-25,1.8720465982095833
SC-county-LogEPWL-10,1.8720465982095833
LA-county-step-max-90,1.5369105684372435
AL-county-step-max-90,1.4854064106171234
MS-county-step-exp-40,1.2173356063387264
