filename,BVAP_reps
MS-county-step-exp-40,1.6644762995276325
LA-county-step-max-90,1.5885520205151331
AL-county-step-max-90,1.5862782949012255
SC-county-BNPWL-7,1.3342650319705953
AL-county-step-hvap-25,1.3342650319705953
SC-county-LogEPWL-10,1.3342650319705953
