filename,BVAP_reps,Dem_reps,Rep_reps
AL-county-step-hvap-25,1.5862782949012255,1.4854064106171234,5.514593589382876
AL-county-step-max-90,1.5862782949012255,1.4854064106171234,5.514593589382876
