filename,Rep_reps
AL-county-step-max-90,5.514593589382876
SC-county-BNPWL-7,5.127953401790418
AL-county-step-hvap-25,5.127953401790418
SC-county-LogEPWL-10,5.127953401790416
LA-county-step-max-90,4.463089431562756
MS-county-step-exp-40,2.782664393661274
