filename,BVAP_reps,Dem_reps,Rep_reps
SC-county-BNPWL-7,1.3342650319705953,1.8720465982095833,5.127953401790418
SC-county-LogEPWL-10,1.3342650319705953,1.8720465982095833,5.127953401790416
